R,G,B
69.66219983,67.50117925,65.57707976
69.79652659,67.72984563,65.71033448
69.92227702,67.97737993,65.89290309
70.05810463,68.24313894,66.03216123
70.20636792,68.52819468,66.21708834
70.35720412,68.77873070,66.38357633
70.48048885,69.04202401,66.50364494
70.31421527,68.98274014,66.44671955
69.32536449,67.72952401,65.54470412
68.50000000,66.35827616,64.70090051
68.38003859,65.82729417,64.44028731
68.38057461,65.60334477,64.37328473
68.08865780,65.15340909,64.05649657
67.73563465,64.58897942,63.75707547
67.54952830,64.18610635,63.49442539
67.76704545,64.38046741,63.69286021
68.09101630,64.85237993,64.03484134
68.11181389,64.91305746,64.02219125
68.04802744,64.84626930,63.99914237
68.11020583,64.89644082,64.05424528
68.30917667,65.17903087,64.25171527
68.49678388,65.46333619,64.40351630
68.71044168,65.73209691,64.56850343
68.83479846,65.99753431,64.70808319
68.93417667,66.20411664,64.83812178
69.07697256,66.43782161,64.96355060
69.17763722,66.70336621,65.12789451
69.29888508,66.95132933,65.31582333
69.44103774,67.23370497,65.46312178
69.62853774,67.53870069,65.67913808
69.77605060,67.83608491,65.81207118
69.92302744,68.12135506,65.96676672
70.08544168,68.39654803,66.11610206
70.20422384,68.67870926,66.26189966
70.37928816,68.98198971,66.47234134
70.49753431,69.23424099,66.60538165
70.68653516,69.54116638,66.73842196
70.81228559,69.75032161,66.85838336
70.95754717,70.03516295,67.04738422
71.16037736,70.31925386,67.25643225
71.30649657,70.59487564,67.36310034
71.43653516,70.82504288,67.56132075
70.84948542,70.31582333,67.05381647
69.70454545,68.85291595,66.08919383
69.18696398,67.87692967,65.51415094
69.16520154,67.64762007,65.48895798
69.12617925,67.48724271,65.35023585
68.84959262,66.97244854,65.06164237
68.58093911,66.42849485,64.76018439
68.52894511,66.22277015,64.65587479
68.82064751,66.54320326,64.98831475
69.02508576,66.84369640,65.11620926
68.89118782,66.71794597,65.03934391
68.87210549,66.69243139,65.03591338
68.95872642,66.77776587,65.10966981
69.14247427,67.07000429,65.22352058
69.26018439,67.24024443,65.40426672
69.38636364,67.48027444,65.50814751
69.53226844,67.74774871,65.69200257
69.63271870,67.93610635,65.76801029
69.72491424,68.11063465,65.91573756
69.81035592,68.31550172,65.96022727
69.97469983,68.55638937,66.08190395
70.06282161,68.74099485,66.19382504
70.21901801,69.01340051,66.35538165
70.37285592,69.25042882,66.50643225
70.44457547,69.44050172,66.64633362
70.59969983,69.67988851,66.75471698
70.77058319,69.94939966,66.89515437
70.91370069,70.17292024,67.07000429
70.99614065,70.36642367,67.12885935
70.72255575,70.12542882,66.93953688
69.75825472,68.90662521,66.14504717
69.11149228,67.86942539,65.48627787
69.03473413,67.49871355,65.34541166
69.05445969,67.37006861,65.35120069
68.82675815,66.96054889,65.04652659
68.61256432,66.55038593,64.82954545
68.62328473,66.52229846,64.83361921
69.01029160,66.95197256,65.23885077
69.03730703,67.01993997,65.24313894
68.92056175,66.85130789,65.11524443
68.90973413,66.83726415,65.12371355
69.02615780,67.00407376,65.26072041
69.16916810,67.25814751,65.38786449
69.31807461,67.44886364,65.56850343
69.46344340,67.69779160,65.66091338
69.61095626,67.91541595,65.78376930
69.68599914,68.09616209,65.86224271
69.78323328,68.27851630,65.96805317
69.88346913,68.47673671,66.10045026
69.99699828,68.69639794,66.24785592
70.13164666,68.93932247,66.35034305
70.26908233,69.14408233,66.53259005
70.39225986,69.35602487,66.59080189
70.56539451,69.60849057,66.75578902
70.69361063,69.85291595,66.88722127
70.83061750,70.05917667,67.08426244
70.81743139,70.10495283,67.05092196
70.03216123,69.27765866,66.38872213
69.02186964,67.82933105,65.51265009
68.66852487,67.03194683,65.08726415
68.61953259,66.75761149,64.98917238
68.41627358,66.34551887,64.78205403
68.07257719,65.77583619,64.41520154
67.89526158,65.27690823,64.16327187
68.06035592,65.34616209,64.23617067
68.43750000,65.78934391,64.57257719
68.43589194,65.84991424,64.62092624
68.31818182,65.77572899,64.54159520
68.38604202,65.81357204,64.57043310
68.54459691,66.00686106,64.72362779
68.69661235,66.31732419,64.84626930
68.84798456,66.56217839,64.97855918
68.96430103,66.79320326,65.14740566
69.10055746,66.97255575,65.29931389
69.21365780,67.19993568,65.43685678
69.32954545,67.44468268,65.59433962
69.43985849,67.68042453,65.67442110
69.59873499,67.87103345,65.87317753
69.73488422,68.12532161,65.97244854
69.84305317,68.40394511,66.16831046
70.00943396,68.65222985,66.27379931
70.14086621,68.90265866,66.39558319
70.27980274,69.13700686,66.58404803
70.45465266,69.42334906,66.74153087
70.60581046,69.69586192,66.88175386
70.76275729,69.92913808,67.04105918
70.72073328,69.99410377,66.98359777
69.82568611,68.96505146,66.29373928
68.76447256,67.38711407,65.30499571
68.41144940,66.59412521,64.81367925
68.30724700,66.30831904,64.73734991
68.09187393,65.89290309,64.46472985
67.80692539,65.20765437,64.10623928
67.59348199,64.71998285,63.78816467
